Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot8,"CharlieMike",57,Failed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","02:21:41","02:24:42",
Bot13,"ixcetotis",12,Completed,"Scav Town","Scav Town: Objective #2","1","02:22:05","02:24:10",
Bot13,"ixcetotis",12,Completed,"Scav Town","Scav Town: Objective #1","3","02:24:15","02:24:50",
Bot13,"ixcetotis",12,Completed,"Scav Town","Scav Town: Objective #5","3","02:24:55","02:26:01",
Bot13,"ixcetotis",12,Completed,"Scav Town","Scav Town: Objective #3","2","02:26:06","02:26:36",
Bot13,"ixcetotis",12,Completed,"Scav Town","Scav Town: Objective #4","2","02:26:41","02:27:24",
Bot13,"ixcetotis",12,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","02:27:29","02:29:32",
Bot13,"ixcetotis",12,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","02:29:37","02:29:56",
Bot13,"ixcetotis",12,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","02:30:01","02:30:43",
Bot13,"ixcetotis",12,Completed,"Spine","Spine: Objective #1","1","02:30:48","02:32:44",
Bot13,"ixcetotis",12,Completed,"Spine","Spine: Objective #2","1","02:32:49","02:33:15",
Bot13,"ixcetotis",12,Active,"Scav Town Sniping","Scav Town Sniping: Objective #3","2","02:33:20","N/A",
Bot33,"Витя Инстаграмщик (RainbowPC)",1,Completed,"Sawmill Checkpoint","Sawmill Checkpoint: Objective #1","4","02:49:31","02:51:39",
Bot33,"Витя Инстаграмщик (RainbowPC)",1,Completed,"Sawmill Marked Circle","Sawmill Marked Circle: Objective #1","1","02:51:44","02:52:07",
Bot33,"Витя Инстаграмщик (RainbowPC)",1,Completed,"Weapon Storage Shack","Weapon Storage Shack: Objective #1","1","02:52:12","02:53:44",
Bot33,"Витя Инстаграмщик (RainbowPC)",1,Completed,"Sawmill Shack","Sawmill Shack: Objective #1","2","02:53:49","02:56:03",
Bot33,"Витя Инстаграмщик (RainbowPC)",1,Active,"Sawmill Camp","Sawmill Camp: Objective #1","1","02:56:09","N/A",
