Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot15,"gansik",27,Completed,"Lend-Lease - Part 1","Item Single-axis Fiber Optic Gyroscope #1","1","00:40:25","00:42:24",
Bot15,"gansik",27,Failed,"Lend-Lease - Part 1","Item Motor Controller #1","1","00:42:29","00:47:26",
Bot16,"riku8405",37,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_4","1","00:36:38","00:50:18",
Bot16,"riku8405",37,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","00:50:23","00:56:12",
Bot16,"riku8405",37,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","00:56:17","00:57:41",
Bot16,"riku8405",37,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","00:57:47","00:58:57",
Bot16,"riku8405",37,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","00:59:03","00:59:25",
Bot16,"riku8405",37,Completed,"USEC Camp South","USEC Camp South: Objective #3","4","00:59:30","01:04:27",
Bot16,"riku8405",37,Completed,"USEC Camp South","USEC Camp South: Objective #2","1","01:04:32","01:04:53",
Bot16,"riku8405",37,Completed,"USEC Camp South","USEC Camp South: Objective #1","3","01:04:58","01:06:15",
Bot16,"riku8405",37,Completed,"Scav Bunker","Scav Bunker: Objective #1","2","01:06:20","01:08:24",
Bot16,"riku8405",37,Completed,"Scav Bunker","Scav Bunker: Objective #3","2","01:08:29","01:09:22",
Bot16,"riku8405",37,Completed,"Scav Bunker","Scav Bunker: Objective #2","2","01:09:27","01:09:56",
Bot16,"riku8405",37,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #3","1","01:10:01","01:10:34",
Bot16,"riku8405",37,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #2","1","01:10:39","01:10:46",
Bot16,"riku8405",37,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #4","1","01:10:51","01:10:58",
Bot16,"riku8405",37,Completed,"Scav Bridge Overlook","Scav Bridge Overlook: Objective #1","1","01:11:03","01:11:15",
Bot16,"riku8405",37,Completed,"USEC Camp North","USEC Camp North: Objective #1","3","01:11:20","01:12:57",
Bot16,"riku8405",37,Completed,"USEC Camp North","USEC Camp North: Objective #2","2","01:13:02","01:13:24",
Bot16,"riku8405",37,Completed,"USEC Camp North","USEC Camp North: Objective #3","1","01:13:29","01:13:38",
Bot16,"riku8405",37,Completed,"USEC Camp North","USEC Camp North: Objective #4","2","01:13:43","01:14:06",
Bot16,"riku8405",37,Active,"Sawmill Checkpoint Nearby Rocks","Sawmill Checkpoint Nearby Rocks: Objective #1","1","01:14:11","N/A",
Bot17,"NORVINSK_EVANGELION",17,Failed,"Steady Signal","Zone q14_8_4","1","00:36:46","00:46:07",
Bot18,"Bingus",32,Failed,"Health Care Privacy - Part 3","Item Blood sample","1","00:36:52","00:48:07",
Bot19,"laser50",7,Failed,"Scav House Sniping","Scav House Sniping: Objective #1","1","00:36:59","01:17:44",
Bot25,"Аркадий Чучело (ANIME)",1,Active,"USEC Camp North","USEC Camp North: Objective #1","1","00:45:11","N/A",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Old Sawmill","Old Sawmill: Objective #1","1","01:06:17","01:08:23",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Old Sawmill","Old Sawmill: Objective #3","1","01:08:29","01:09:54",
Bot37,"Пися Мурманский (Floppa)",1,Pending,"Old Sawmill","Old Sawmill: Objective #2","2","01:09:59","N/A",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Old Sawmill","Old Sawmill: Objective #4","3","01:10:51","01:11:25",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Old Sawmill","Old Sawmill: Objective #5","1","01:11:30","01:11:46",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Northern UN Roadblock","Northern UN Roadblock: Objective #1","1","01:11:51","01:12:33",
Bot37,"Пися Мурманский (Floppa)",1,Archived,"Scav Town","Scav Town: Objective #2","1","01:12:38","01:14:33",
Bot37,"Пися Мурманский (Floppa)",1,Archived,"Scav Town","Scav Town: Objective #1","2","01:14:38","N/A",
Bot37,"Пися Мурманский (Floppa)",1,Archived,"Scav Town","Scav Town: Objective #5","3","01:15:20","N/A",
Bot37,"Пися Мурманский (Floppa)",1,Archived,"Scav Town","Scav Town: Objective #3","2","01:16:51","01:17:15",
Bot37,"Пися Мурманский (Floppa)",1,Archived,"Scav Town","Scav Town: Objective #4","2","01:17:20","01:17:50",
Bot37,"Пися Мурманский (Floppa)",1,Pending,"VEX Beach","VEX Beach: Objective #1","1","01:17:55","N/A",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #2","1","01:18:18","01:20:00",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #3","1","01:20:05","01:20:22",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Sniper Rock Crates","Sniper Rock Crates: Objective #1","1","01:20:27","01:20:59",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp South","USEC Camp South: Objective #3","4","01:21:04","01:24:52",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp South","USEC Camp South: Objective #2","1","01:24:58","01:25:16",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp South","USEC Camp South: Objective #1","3","01:25:22","01:26:18",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp North","USEC Camp North: Objective #4","2","01:26:24","01:26:54",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp North","USEC Camp North: Objective #3","1","01:27:00","01:27:15",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp North","USEC Camp North: Objective #2","2","01:27:20","01:27:48",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"USEC Camp North","USEC Camp North: Objective #1","3","01:27:53","01:28:31",
Bot37,"Пися Мурманский (Floppa)",1,Completed,"Scav Bunker","Scav Bunker: Objective #1","1","01:28:36","01:29:50",
Bot39,"Рома Американец (Waffle)",1,Pending,"Sawmill Shack","Sawmill Shack: Objective #1","1","01:06:22","N/A",
Bot40,"Лёва Костыль (Sarix)",1,Pending,"Old Sawmill","Old Sawmill: Objective #1","1","01:06:23","N/A",
