Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot96,"weewoo",51,Failed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","02:08:32","02:16:24",
Bot98,"Holynevil",13,Failed,"Old Sawmill","Old Sawmill: Objective #1","1","02:08:33","02:16:37",
Bot95,"PudgeNubbins",43,Completed,"The Blood of War - Part 3","Zone bar_fuel3_2","1","02:08:34","02:09:35",
Bot95,"PudgeNubbins",43,Completed,"The Blood of War - Part 3","Zone bar_fuel3_3","1","02:09:40","02:13:15",
Bot95,"PudgeNubbins",43,Failed,"The Blood of War - Part 3","Zone bar_fuel3_1","1","02:13:21","02:16:09",
Bot97,"Tyrian",19,Failed,"Steady Signal","Zone q14_8_5","1","02:08:42","02:16:06",
Bot100,"Jester_Stacks",65,Failed,"Assessment - Part 2","Zone meh_45_radio_area_mark_3","1","02:08:51","02:09:17",
Bot100,"Jester_Stacks",65,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_2","1","02:09:22","02:11:15",
Bot100,"Jester_Stacks",65,Completed,"Assessment - Part 2","Zone meh_45_radio_area_mark_1","1","02:11:20","02:16:09",
Bot100,"Jester_Stacks",65,Completed,"Return the Favor","Zone place_keeper5_2","2","02:16:15","02:18:47",
Bot100,"Jester_Stacks",65,Completed,"Return the Favor","Zone place_keeper5_1","2","02:18:53","02:20:22",
Bot100,"Jester_Stacks",65,Completed,"USEC Camp South","USEC Camp South: Objective #2","1","02:20:27","02:20:30",
Bot100,"Jester_Stacks",65,Pending,"USEC Camp South","USEC Camp South: Objective #3","4","02:20:35","N/A",
