Bot Name,Bot Nickname,Bot Level,Assignment Status,Quest Name,Objective Name,Step Number,Start Time,End Time
Bot1,"MrFandor1n",23,Completed,"Power Station","Power Station: Objective #2","2","05:58:42","05:59:15",
Bot1,"MrFandor1n",23,Completed,"Power Station","Power Station: Objective #1","3","05:59:20","06:00:06",
Bot1,"MrFandor1n",23,Completed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_3","1","06:00:11","06:00:28",
Bot1,"MrFandor1n",23,Completed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_1","1","06:00:33","06:01:40",
Bot1,"MrFandor1n",23,Completed,"The Blood of War - Part 1","Zone place_WARBLOOD_04_2","1","06:01:45","06:05:41",
Bot1,"MrFandor1n",23,Active,"Big Sale","Zone place_SALE_03_TOPBRAND","1","06:05:46","N/A",
Bot15,"Fin",50,Pending,"North Construction Site","North Construction Site: Objective #3","1","06:00:19","N/A",
Bot14,"ShadowXtrex",21,Completed,"Railway Area","Railway Area: Objective #1","1","06:00:19","06:00:37",
Bot14,"ShadowXtrex",21,Completed,"Railway Area","Railway Area: Objective #2","1","06:00:42","06:01:17",
Bot14,"ShadowXtrex",21,Completed,"Railway Area","Railway Area: Objective #3","1","06:01:22","06:01:43",
Bot14,"ShadowXtrex",21,Completed,"Railway Area","Railway Area: Objective #4","1","06:01:48","06:02:01",
Bot14,"ShadowXtrex",21,Active,"Database - Part 1","Item IDEA cargo manifests","1","06:02:06","N/A",
Bot22,"Федя Секач (Arys)",1,Active,"Goshan Food Spawns","Goshan Food Spawns: Objective #3","2","06:07:34","N/A",
